"","Index","Title","Artist","Top.Genre","Year","BPM","Energy","Danceability","Loudness","Liveness","Valence","Duration","Acousticness","Speechiness","Popularity"
"534",534,"Let Her Go","Passenger","folk-pop","2013",75,55,48,-7,10,24,133,37,7,76
"535",535,"Papaoutai","Stromae","belgian pop","2013",116,81,73,-7,6,25,112,3,8,55
"536",536,"Strong","London Grammar","metropopolis","2013",78,40,57,-11,8,30,146,74,3,49
"537",537,"Layla","Derek & The Dominos","album rock","2013",114,93,41,-5,60,39,43,34,10,32
"538",538,"Pompeii","Bastille","metropopolis","2013",127,72,68,-6,27,57,94,8,4,70
"539",539,"Waves","Mr. Probz","dutch hip hop","2013",174,28,36,-12,38,20,54,54,4,59
"540",540,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk","electro","2013",116,81,79,-9,10,86,128,4,4,77
"541",541,"All I Want","Kodaline","irish pop","2013",86,41,21,-10,8,16,186,17,4,72
"542",542,"Addicted To You","Avicii","big room","2013",128,79,57,-4,9,30,28,5,5,69
"543",543,"Animals","Martin Garrix","big room","2013",128,87,68,-6,37,4,184,0,4,65
"544",544,"Just Say Yes","Snow Patrol","irish rock","2013",108,88,54,-5,3,25,162,2,3,48
"545",545,"Watermensen","3JS","dutch pop","2013",144,40,56,-8,11,46,89,66,3,36
"546",546,"Sky and Sand","Paul Kalkbrenner","electronica","2013",127,33,79,-13,19,53,111,60,6,67
"547",547,"The Monster","Eminem","detroit hip hop","2013",110,85,78,-4,12,62,130,5,7,75
"548",548,"Mirrors","Justin Timberlake","dance pop","2013",77,51,57,-7,9,51,312,23,5,77
"549",549,"Story of My Life","One Direction","boy band","2013",121,66,60,-6,12,29,125,23,5,80
"550",550,"Royals","Lorde","art pop","2013",85,43,67,-10,13,34,70,12,12,79
"551",551,"tous les mêmes","Stromae","belgian pop","2013",110,64,70,-9,28,65,91,22,17,53
"552",552,"Mijn Van Straat Geredde Roos","De Dijk","dutch indie","2013",81,76,50,-5,26,61,88,9,3,33
"553",553,"Love You Like I Love Myself","Herman Brood & His Wild Romance","dutch indie","2013",148,84,52,-7,20,86,93,1,6,28
"554",554,"I Sat By The Ocean","Queens of the Stone Age","alternative metal","2013",117,78,52,-4,11,90,116,0,4,66
"555",555,"Everybody (Backstreet's Back) - Radio Edit","Backstreet Boys","boy band","2013",108,87,74,-3,27,59,105,3,4,62
"556",556,"A Ton of Love","Editors","alternative dance","2013",142,96,46,-4,28,40,118,7,6,26
"557",557,"Foolish Games","Jewel","alaska indie","2013",131,22,46,-10,11,15,123,90,3,41
"558",558,"Grow Old with Me","Tom Odell","modern rock","2013",146,58,47,-7,25,37,63,51,3,49
"559",559,"Things We Lost In The Fire","Bastille","metropopolis","2013",134,92,59,-5,27,63,121,6,6,48
"560",560,"Blurred Lines","Robin Thicke","dance pop","2013",120,60,85,-5,8,84,144,0,4,76
"561",561,"The Road To Mandalay","Robbie Williams","dance pop","2013",99,68,62,-8,16,53,120,11,3,30
"562",562,"Iron Sky","Paolo Nutini","british soul","2014",140,63,39,-7,11,32,247,24,3,49
"563",563,"A Sky Full of Stars","Coldplay","permanent wave","2014",125,64,55,-7,22,15,148,1,3,78
"564",564,"Rolling In The Deep","Adele","british soul","2014",105,76,73,-5,6,54,108,13,3,61
"565",565,"Streets","Kensington","dutch pop","2014",168,77,38,-6,27,42,65,0,4,57
"566",566,"Thinking out Loud","Ed Sheeran","pop","2014",79,45,78,-6,18,59,162,47,3,84
"567",567,"Take Me to Church","Hozier","irish singer-songwriter","2014",129,66,57,-5,12,44,122,63,5,77
"568",568,"Une belle histoire","Michel Fugain","chanson","2014",83,58,27,-9,37,65,78,50,4,40
"569",569,"In Your Arms","Chef'Special","dutch indie","2014",93,41,67,-12,11,36,95,65,5,60
"570",570,"Born Slippy (Nuxx)","Underworld","alternative dance","2014",140,95,58,-9,47,30,303,0,4,65
"571",571,"War","Kensington","dutch pop","2014",126,81,64,-6,7,72,57,8,3,59
"572",572,"Op 't platteland","Daniël Lohues","dutch indie","2014",80,37,56,-10,9,28,62,93,4,27
"573",573,"Happy - From ""Despicable Me 2""","Pharrell Williams","dance pop","2014",160,82,65,-5,9,96,113,22,18,80
"574",574,"Calm After The Storm","The Common Linnets","dutch americana","2014",116,39,69,-11,12,38,93,49,3,52
"575",575,"Riddles","Kensington","dutch pop","2014",148,70,49,-8,8,62,89,4,4,52
"576",576,"Under The Pressure","The War On Drugs","chamber pop","2014",134,71,33,-7,13,19,327,31,3,60
"577",577,"Magic","Coldplay","permanent wave","2014",93,48,74,-9,11,36,165,3,4,73
"578",578,"Photograph","Ed Sheeran","pop","2014",108,38,61,-10,10,20,139,61,5,84
"579",579,"All For Nothing","Kensington","dutch pop","2014",152,86,46,-6,10,37,169,0,7,47
"580",580,"My Silver Lining","First Aid Kit","stomp and holler","2014",102,73,48,-5,21,43,95,3,3,64
"581",581,"Zandloper","Typhoon","dutch hip hop","2014",135,72,76,-8,95,51,160,5,24,47
"583",583,"Red Eyes","The War On Drugs","chamber pop","2014",162,82,46,-6,16,47,179,1,4,65
"584",584,"L'amour Toujours (Small Mix)","Gigi D'Agostino","eurodance","2014",139,88,64,-4,36,74,122,8,3,70
"585",585,"See Me, Feel Me - Single Version","The Who","album rock","2014",94,34,38,-11,8,8,97,9,3,39
"586",586,"Hemel Valt","Typhoon","dutch hip hop","2014",97,74,66,-7,33,74,41,24,14,43
"587",587,"Glycerine","Bush","alternative metal","2014",114,34,44,-11,10,8,146,4,3,65
"588",588,"Wit Licht","Jeroen van Koningsbrugge","pop","2014",146,69,59,-7,10,19,92,72,8,43
"589",589,"Yellow Submarine","The Beatles","british invasion","2014",111,64,62,-7,52,65,39,21,3,58
"590",590,"California Love","2Pac","g funk","2014",92,88,66,-3,69,77,226,3,9,41
"591",591,"Superheroes","The Script","celtic rock","2014",167,89,49,-4,7,64,125,0,4,75
"592",592,"Stay With Me","Sam Smith","pop","2014",84,42,42,-6,11,18,53,59,4,84
"593",593,"Shake It Off","Taylor Swift","dance pop","2014",160,80,65,-5,33,94,99,6,17,66
"594",594,"Looking Too Closely","Fink","chamber pop","2014",175,52,48,-12,9,10,190,33,4,63
"595",595,"No Good in Goodbye","The Script","celtic rock","2014",156,87,37,-5,8,22,187,1,4,59
"596",596,"Counting Stars","OneRepublic","dance pop","2014",122,71,66,-5,12,48,138,7,4,74
"597",597,"Time After Time","Cyndi Lauper","dance pop","2014",130,44,72,-9,9,32,123,58,3,72
"598",598,"Sexy Als Ik Dans","Nielson","dutch pop","2014",94,54,79,-7,20,89,95,9,5,49
"599",599,"Done With It","Kensington","dutch pop","2014",116,78,65,-7,10,63,83,13,4,49
"600",600,"Love Never Felt So Good","Michael Jackson","pop","2014",118,72,78,-6,7,71,126,13,4,70
"601",601,"Shut Up and Dance","WALK THE MOON","indie pop","2014",128,87,58,-4,26,62,79,1,6,82
"602",602,"Nothing Really Matters","Mr. Probz","dutch hip hop","2014",135,23,40,-9,11,28,102,89,4,61
"603",603,"Promises of No Man's Land","Blaudzun","dutch indie","2014",124,85,62,-6,24,64,95,12,3,43
"604",604,"Let It Go","James Bay","neo mellow","2014",147,31,55,-10,11,25,141,82,3,74
"605",605,"The Sound of Silence","Disturbed","alternative metal","2015",86,28,32,-9,10,18,128,47,3,75
"606",606,"Het Dorp - Live","Wim Sonneveld","dutch cabaret","2015",114,44,37,-15,67,45,78,82,8,15
"607",607,"Psycho","Muse","modern rock","2015",125,88,56,-3,87,51,196,0,3,69
"608",608,"Élan","Nightwish","finnish metal","2015",128,58,57,-9,14,30,167,1,3,58
"609",609,"Dat Ik Je Mis","Maaike Ouboter","dutch pop","2015",174,13,50,-13,10,28,136,88,6,29
"610",610,"Heading Up High","Armin van Buuren","edm","2015",128,93,52,-5,11,20,113,0,9,53
"611",611,"Zeg Maar Niets Meer - Remastered","Andre Hazes","dutch pop","2015",95,79,36,-8,91,30,47,16,4,26
"612",612,"Chandelier","Sia","australian dance","2015",117,79,40,-3,7,57,96,2,5,71
"613",613,"Uptown Funk","Mark Ronson","dance pop","2015",115,61,86,-7,3,93,150,1,8,82
"614",614,"Birds","Anouk","dutch indie","2015",85,41,17,-8,11,9,83,61,3,33
"615",615,"Michel","Anouk","dutch indie","2015",122,39,58,-8,9,16,129,76,3,20
"616",616,"Let It Happen","Tame Impala","australian psych","2015",125,88,60,-6,11,58,307,0,4,76
"617",617,"Everglow","Coldplay","permanent wave","2015",146,45,54,-9,11,14,163,46,3,69
"618",618,"The Less I Know The Better","Tame Impala","australian psych","2015",117,74,64,-4,17,79,96,1,3,85
"619",619,"Ordinary Love","U2","irish rock","2015",121,48,66,-9,18,35,99,4,3,45
"620",620,"Stressed Out","Twenty One Pilots","modern rock","2015",170,64,73,-6,6,65,82,5,14,83
"621",621,"For Bitter Or Worse","Anouk","dutch indie","2015",83,41,27,-8,12,32,135,29,3,21
"622",622,"All I Need - Edit","Air","downtempo","2015",95,42,50,-12,20,22,122,88,3,41
"623",623,"Hymn for the Weekend","Coldplay","permanent wave","2015",90,74,49,-5,30,36,139,26,4,78
"624",624,"Adventure of a Lifetime","Coldplay","permanent wave","2015",112,92,64,-4,15,53,144,0,4,74
"625",625,"Three Days In A Row","Anouk","dutch indie","2015",171,50,36,-6,16,39,134,0,3,13
"626",626,"Moondance","Van Morrison","classic rock","2015",135,33,65,-11,22,52,152,43,3,42
"627",627,"R U Kiddin' Me","Anouk","dutch indie","2015",89,82,53,-6,9,69,80,1,4,16
"628",628,"Theme From New York, New York","Frank Sinatra","adult standards","2015",109,59,41,-5,28,56,84,55,3,68
"629",629,"Hold Me","Douwe Bob","dutch americana","2015",161,38,35,-8,15,36,110,61,3,26
"630",630,"Budapest","George Ezra","folk-pop","2015",128,46,72,-8,11,39,81,8,3,68
"631",631,"Shoes of Lightning","Racoon","dutch indie","2015",78,40,54,-8,11,17,100,66,4,32
"632",632,"Mercy","Muse","modern rock","2015",130,93,48,-5,31,37,112,1,5,60
"633",633,"Tennessee Whiskey","Chris Stapleton","contemporary country","2015",49,37,39,-11,8,51,173,21,3,78
"634",634,"Oxygene, Pt. 4","Jean-Michel Jarre","laboratorio","2015",189,76,43,-8,55,66,127,2,4,57
"635",635,"A Head Full of Dreams","Coldplay","permanent wave","2015",123,92,45,-5,33,8,104,0,7,68
"636",636,"We Come 1 - Radio Edit","Faithless","big beat","2015",136,90,65,-11,15,61,102,0,4,54
"637",637,"Forever Man - 2015 Remaster","Eric Clapton","album rock","2015",111,90,64,-6,17,78,72,20,4,46
"638",638,"Down Man","Brainbox","dutch prog","2015",168,76,43,-9,10,51,35,0,6,35
"639",639,"Liquid Spirit - Claptone Remix","Gregory Porter","contemporary vocal jazz","2015",121,62,88,-9,5,30,256,0,5,63
"640",640,"Living Doll - 2003 Remaster","Cliff Richard & The Drifters","rock-and-roll","2015",127,47,76,-7,10,77,37,54,4,33
"641",641,"Ocean of Night","Editors","alternative dance","2015",106,67,57,-10,11,25,185,2,3,58
"642",642,"Be the One","Dua Lipa","dance pop","2015",87,65,66,-4,6,37,83,12,5,73
"643",643,"Up&Up","Coldplay","permanent wave","2015",164,72,48,-5,10,25,272,5,6,70
"644",644,"Ship To Wreck","Florence + The Machine","art pop","2015",142,92,56,-4,28,59,115,0,3,54
"645",645,"Love Yourself","Justin Bieber","canadian pop","2015",100,38,61,-10,28,52,114,84,44,83
"646",646,"Happy Xmas (War Is Over)","John Lennon","album rock","2015",147,68,40,-6,68,60,92,18,3,47
"647",647,"Sorry","Kensington","dutch pop","2016",134,41,46,-8,10,9,107,50,3,63
"648",648,"Cold Little Heart","Michael Kiwanuka","british soul","2016",108,40,49,-8,14,15,335,49,3,67
"649",649,"Barcelona","Freddie Mercury","glam rock","2016",170,46,18,-9,9,13,147,74,4,40
"650",650,"Leef","André Hazes Jr.","dutch pop","2016",121,73,67,-7,18,78,98,28,4,62
"651",651,"Hello","Adele","british soul","2016",158,45,48,-6,9,29,175,34,3,73
"652",652,"Against All Odds (Take a Look at Me Now) - 2016 Remaster","Phil Collins","mellow gold","2016",116,50,58,-7,13,11,86,20,3,74
"653",653,"Treur Niet (Ode Aan Het Leven)","Diggy Dex","dutch hip hop","2016",98,72,68,-9,13,57,105,20,6,60
"654",654,"When We Were Young","Adele","british soul","2016",144,59,38,-6,9,27,171,35,5,73
"655",655,"Do I Ever","Kensington","dutch pop","2016",163,79,39,-6,40,34,84,0,5,53
"656",656,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","dance pop","2016",113,83,67,-6,10,70,118,1,7,75
"657",657,"Whatever You Want","Status Quo","album rock","2016",123,55,55,-11,18,42,122,85,4,36
"658",658,"Lazarus","David Bowie","album rock","2016",130,70,66,-7,9,51,254,5,3,61
"659",659,"Million Years Ago","Adele","british soul","2016",106,27,72,-8,11,18,107,73,3,62
"660",660,"Dark Necessities","Red Hot Chili Peppers","alternative rock","2016",92,74,70,-7,11,20,182,7,7,74
"661",661,"You Want It Darker","Leonard Cohen","canadian folk","2016",109,33,67,-17,8,49,164,61,6,63
"662",662,"Bridges","Kensington","dutch pop","2016",150,83,38,-7,7,45,100,0,6,49
"663",663,"Once Upon a Time in the West - Main Theme","Ennio Morricone","classic soundtrack","2016",90,21,12,-11,13,5,103,84,4,54
"664",664,"Mooi","Marco Borsato","dutch cabaret","2016",150,43,49,-8,12,31,194,10,3,59
"665",665,"I Just Can't Help Believin'","Elvis Presley","adult standards","2016",142,66,46,-8,9,34,154,28,5,44
"666",666,"Love & Hate","Michael Kiwanuka","british soul","2016",170,49,28,-8,17,53,286,16,3,66
"667",667,"New Gold Dream (81/82/83/84)","Simple Minds","art rock","2016",123,75,59,-11,34,66,217,0,3,44
"668",668,"Disco Inferno","The Trammps","disco","2016",130,70,68,-9,14,81,94,0,3,54
"669",669,"Someone Somewhere (In Summertime)","Simple Minds","art rock","2016",100,53,56,-11,11,67,158,2,3,41
"670",670,"24K Magic","Bruno Mars","dance pop","2016",107,80,82,-4,15,63,106,3,8,78
"671",671,"Blackstar","David Bowie","album rock","2016",98,55,37,-8,18,11,335,21,3,55
"672",672,"Water Under the Bridge","Adele","british soul","2016",95,84,60,-7,11,47,120,2,7,67
"673",673,"All I Ask","Adele","british soul","2016",142,28,59,-5,15,34,152,88,3,70
"674",674,"The Life I Live","Q'65","dutch prog","2016",131,46,60,-12,22,80,84,10,4,27
"675",675,"We All Stand Together - Remastered 2016","Paul McCartney","album rock","2016",72,26,35,-12,13,48,145,61,3,24
"676",676,"Heathens","Twenty One Pilots","modern rock","2016",90,40,73,-9,11,55,76,8,3,81
"677",677,"Jacob’s Song","Douwe Bob","dutch americana","2016",74,51,36,-8,16,15,197,4,3,40
"678",678,"Way Down We Go","KALEO","icelandic indie","2016",163,51,49,-8,10,34,94,58,12,76
"679",679,"7 Years","Lukas Graham","danish pop","2016",120,47,77,-6,39,34,117,29,5,80
"680",680,"Forbidden Colours","Ryuichi Sakamoto","compositional ambient","2016",105,24,61,-17,25,37,170,76,3,28
"681",681,"The Book Of Love","Gavin James","neo mellow","2016",108,7,52,-14,13,27,57,70,4,34
"682",682,"Zoutelande - feat. Geike","BLØF","dutch pop","2017",129,64,67,-7,14,89,103,22,3,41
"683",683,"Pokémon Theme-New Studio Recording","Jason Paige","pop","2017",145,91,57,-5,14,40,77,3,5,41
"684",684,"Perfect","Ed Sheeran","pop","2017",95,45,60,-6,11,17,143,16,2,87
"685",685,"Thriller","Michael Jackson","pop","2017",118,89,76,-4,85,72,236,8,7,69
"686",686,"Boulevard of Broken Dreams","Green Day","modern rock","2017",167,68,50,-4,6,47,142,1,3,74
"687",687,"What About Us","P!nk","dance pop","2017",114,59,49,-6,9,19,150,3,5,76
"688",688,"Shape of You","Ed Sheeran","pop","2017",96,65,83,-3,9,93,114,58,8,87
"689",689,"Believer","Imagine Dragons","modern rock","2017",125,78,78,-4,8,67,84,6,13,88
"691",691,"Het het nog nooit zo donker west","Ede Staal","streektaal","2017",98,21,61,-20,8,42,154,60,3,28
"692",692,"Castle on the Hill","Ed Sheeran","pop","2017",135,83,46,-5,14,47,141,2,10,79
"693",693,"Sign of the Times","Harry Styles","dance pop","2017",120,60,52,-5,11,22,219,3,3,80
"694",694,"In the Blood","John Mayer","neo mellow","2017",80,66,55,-7,10,52,124,39,3,66
"695",695,"Nao ’t Zuuje","Lex Uiting","carnaval limburg","2017",190,53,26,-6,5,45,93,39,4,41
"696",696,"Roll Over Lay Down - Live At The Kursaal, Southend / 1975","Status Quo","album rock","2017",132,69,34,-9,34,21,219,0,4,32
"697",697,"Whatever It Takes","Imagine Dragons","modern rock","2017",135,66,67,-5,12,56,81,4,3,82
"698",698,"Amigo","Chef'Special","dutch indie","2017",145,91,55,-5,35,64,60,1,7,33
"699",699,"Iederene Hef Een Reden","Bökkers","dutch rock","2017",108,61,57,-9,10,69,65,56,4,41
"700",700,"Everything Now","Arcade Fire","alternative dance","2017",116,87,55,-5,46,61,183,0,3,66
"702",702,"One More Light","Linkin Park","alternative metal","2017",84,20,59,-11,9,17,135,90,3,75
"703",703,"Through the Barricades - Remastered","Spandau Ballet","dance rock","2017",146,28,49,-14,12,17,237,30,3,60
"704",704,"Freedom! '90 - Remastered","George Michael","dance rock","2017",92,85,68,-11,6,93,263,23,5,69
"706",706,"Something Just Like This","The Chainsmokers","electropop","2017",103,64,62,-7,16,45,127,5,3,84
"707",707,"Thunder","Imagine Dragons","modern rock","2017",168,82,61,-5,15,29,67,1,4,86
"708",708,"Thinking Of A Place","The War On Drugs","chamber pop","2017",103,63,48,-7,12,16,343,39,3,59
"709",709,"Happier","Ed Sheeran","pop","2017",90,39,52,-7,14,24,88,54,3,83
"710",710,"Galway Girl","Ed Sheeran","pop","2017",100,88,62,-3,33,78,51,7,10,80
"711",711,"Sunny Days","Armin van Buuren","edm","2017",115,71,63,-7,14,24,90,1,3,54
"712",712,"Supermarket Flowers","Ed Sheeran","pop","2017",90,24,59,-11,9,26,101,91,4,78
"713",713,"Holiday","Green Day","modern rock","2017",147,89,55,-3,89,72,113,0,3,67
"714",714,"Max","Paolo Conte","italian pop","2017",125,40,50,-9,12,15,105,34,3,25
"715",715,"Rapper's Delight","The Sugarhill Gang","east coast hip hop","2017",112,75,91,-10,4,83,114,7,25,48
"716",716,"Pain","The War On Drugs","chamber pop","2017",116,83,52,-4,8,48,209,0,4,62
"717",717,"Love On The Rocks","Neil Diamond","adult standards","2017",103,31,40,-8,12,31,142,92,3,40
"718",718,"Tuesday Afternoon (Forever Afternoon)","The Moody Blues","album rock","2017",114,32,50,-13,24,30,129,10,3,50
"719",719,"Magnificent (She Says)","Elbow","britpop","2017",92,87,51,-7,5,39,146,19,5,31
"720",720,"Nicotine","Chef'Special","dutch indie","2017",90,30,64,-10,10,44,118,62,3,36
"721",721,"Homesick","Dua Lipa","dance pop","2017",86,22,43,-9,11,40,110,95,4,71
"722",722,"Beautiful Trauma","P!nk","dance pop","2017",96,62,41,-6,40,23,130,9,7,68
"723",723,"World Gone Mad","Bastille","metropopolis","2017",140,68,51,-3,18,36,76,28,3,64
"724",724,"Leave a Light On","Tom Walker","indie anthem-folk","2017",69,62,59,-6,13,27,66,2,11,75
"725",725,"Skin","Rag'n'Bone Man","neo soul","2017",171,75,56,-8,15,35,120,27,31,69
"726",726,"Lost on You","LP","la pop","2017",174,72,43,-6,9,69,148,10,4,78
"727",727,"Shallow","Lady Gaga","dance pop","2018",96,39,57,-6,23,32,96,37,3,88
"728",728,"Kleine Jongen","Andre Hazes","dutch pop","2018",91,70,54,-6,10,56,101,5,3,30
"729",729,"Duurt Te Lang","Davina Michelle","dutch pop","2018",174,44,64,-14,9,15,34,13,20,68
"730",730,"I Want To Break Free","Queen","glam rock","2018",109,41,81,-9,8,50,103,11,4,59
"731",731,"September","Earth, Wind & Fire","disco","2018",126,83,69,-7,25,98,95,17,3,82
"732",732,"Voor Haar","Frans Halsema","dutch rock","2018",82,36,28,-12,25,36,52,65,3,30
"733",733,"Testament","Boudewijn de Groot","dutch indie","2018",122,40,43,-10,12,63,75,48,5,28
"734",734,"Atemlos durch die Nacht","Helene Fischer","german pop","2018",128,78,81,-4,19,82,100,6,5,38
"735",735,"Zij Gelooft In Mij","Andre Hazes","dutch pop","2018",152,60,32,-6,25,18,120,11,3,30
"736",736,"Verdronken Vlinder","Boudewijn de Groot","dutch indie","2018",128,54,33,-9,21,82,26,57,4,29
"737",737,"Als Het Avond Is","Suzan & Freek","dutch pop","2018",105,47,72,-7,11,45,86,53,3,65
"738",738,"De Vlieger","Andre Hazes","dutch pop","2018",105,66,40,-7,23,39,97,3,3,27
"740",740,"Natural","Imagine Dragons","modern rock","2018",100,61,70,-6,8,22,69,22,4,84
"741",741,"IJskoud","Nielson","dutch pop","2018",98,73,67,-7,37,15,90,4,5,65
"742",742,"Welterusten Mijnheer De President","Boudewijn de Groot","dutch indie","2018",131,41,55,-11,24,86,32,46,5,23
"743",743,"Jimmy","Boudewijn de Groot","dutch indie","2018",111,74,66,-10,32,89,116,23,3,32
"744",744,"Bad Liar","Imagine Dragons","modern rock","2018",178,64,38,-7,37,8,141,7,7,83
"745",745,"Sammy","Ramses Shaffy","dutch cabaret","2018",81,49,50,-8,14,76,17,76,5,23
"746",746,"High Hopes","Panic! At The Disco","baroque pop","2018",82,90,58,-3,6,68,71,19,6,87
"747",747,"Het Land Van Maas En Waal","Boudewijn de Groot","dutch indie","2018",126,60,73,-10,6,96,59,40,5,23
"748",748,"Shotgun","George Ezra","folk-pop","2018",116,74,67,-5,24,75,81,29,5,82
"749",749,"New Light","John Mayer","neo mellow","2018",124,69,83,-8,8,85,96,33,3,81
"750",750,"You Say","Lauren Daigle","ccm","2018",148,63,49,-7,9,8,155,68,3,80
"751",751,"Een Beetje Verliefd","Andre Hazes","dutch pop","2018",198,61,30,-7,15,33,131,6,3,32
"752",752,"Someone You Loved","Lewis Capaldi","pop","2018",110,41,50,-6,11,45,62,75,3,85
"753",753,"Banger Hart - Radio Mix","Rob De Nijs","dutch pop","2018",124,89,77,-9,6,97,141,7,4,16
"754",754,"Malle Babbe","Rob De Nijs","dutch pop","2018",87,38,35,-10,12,53,133,73,4,15
"755",755,"Vluchten Kan Niet Meer","Frans Halsema","dutch rock","2018",87,25,41,-13,38,32,101,74,3,17
"756",756,"Faded","Alan Walker","electro house","2018",180,63,47,-5,11,16,92,3,5,80
"757",757,"High On Life (feat. Bonn)","Martin Garrix","big room","2018",128,49,41,-6,11,37,111,1,3,78
"758",758,"Het Is Koud Zonder Jou","Andre Hazes","dutch pop","2018",197,64,18,-7,12,52,121,11,4,30
"759",759,"N Vriend","Andre Hazes","dutch pop","2018",68,58,23,-7,9,49,172,8,3,31
"760",760,"Always Remember Us This Way","Lady Gaga","dance pop","2018",130,50,55,-6,76,30,90,30,4,81
"761",761,"Een Meisje Van Zestien","Boudewijn de Groot","dutch indie","2018",140,49,57,-11,17,73,59,2,5,20
"762",762,"Why Don't You Do Right","Beth Hart","blues rock","2018",106,74,63,-8,17,67,156,47,4,44
"763",763,"De Zon Op","Diggy Dex","dutch hip hop","2018",100,57,74,-8,10,57,89,51,4,52
"764",764,"Youngblood","5 Seconds of Summer","boy band","2018",120,85,60,-5,12,15,83,2,46,84
"765",765,"Prikkebeen","Boudewijn de Groot","dutch indie","2018",109,52,57,-11,13,33,132,5,3,17
"766",766,"Outlaw In 'Em","Waylon","dutch americana","2018",87,93,50,-3,37,68,97,3,8,39
"767",767,"Als De Rook Om Je Hoofd Is Verdwenen","Boudewijn de Groot","dutch indie","2018",132,71,42,-11,3,64,85,14,3,19
"768",768,"Skandal im Sperrbezirk","Spider Murphy Gang","austropop","2018",93,84,64,-8,21,89,96,42,4,26
"769",769,"Pain and Misery","The Teskey Brothers","australian americana","2018",89,34,71,-7,16,49,121,79,3,50
"770",770,"I Do","Douwe Bob","dutch americana","2018",73,25,49,-11,8,27,82,88,3,52
"771",771,"Het Laatste Rondje - Remastered","Andre Hazes","dutch pop","2018",103,76,53,-7,14,84,138,6,4,33
"772",772,"Guiding Light","Mumford & Sons","modern folk rock","2018",100,71,55,-8,8,30,98,6,5,60
"773",773,"Havana (feat. Young Thug)","Camila Cabello","dance pop","2018",105,52,77,-4,13,39,97,18,3,85
"774",774,"Hou Vol Hou Vast","BLØF","dutch pop","2018",86,61,51,-5,8,23,175,0,2,12
"775",775,"One Kiss (with Dua Lipa)","Calvin Harris","dance pop","2018",124,86,79,-3,8,59,95,4,11,86
"776",776,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","dance pop","2018",114,79,60,-6,39,24,97,1,7,79
"777",777,"Lay Your Weapons Down","Ilse DeLange","dutch americana","2018",94,68,54,-9,9,47,99,1,6,21
"778",778,"In My Blood","Shawn Mendes","canadian pop","2018",140,71,62,-7,13,49,91,6,7,82
"779",779,"Roller Coaster","Danny Vera","dutch americana","2019",97,38,40,-10,12,28,150,51,3,70
"780",780,"Arcade","Duncan Laurence","dutch pop","2019",72,33,45,-13,14,27,64,82,4,73
"781",781,"A Whiter Shade of Pale - Original Single Version","Procol Harum","album rock","2019",150,66,25,-7,9,44,129,50,3,67
"782",782,"Don't You (Forget About Me)","Simple Minds","art rock","2019",111,75,67,-9,29,69,141,8,3,73
"783",783,"The Load-Out - Remastered","Jackson Browne","album rock","2019",106,32,52,-12,13,31,213,74,3,37
"784",784,"Stay - Remastered","Jackson Browne","album rock","2019",107,77,60,-8,11,72,84,10,3,36
"785",785,"Last Christmas","Wham!","dance rock","2019",108,58,74,-9,18,94,145,19,3,85
"786",786,"Time To Give","White Lies","alternative dance","2019",120,83,43,-6,14,35,302,2,5,50
"787",787,"bad guy","Billie Eilish","electropop","2019",135,43,70,-11,10,56,74,33,38,95
"788",788,"Memories","Maroon 5","pop","2019",91,32,76,-7,8,57,69,84,5,98
"789",789,"Love Like Blood","Killing Joke","alternative metal","2019",124,76,40,-8,37,49,141,10,5,37
"790",790,"Reünie","Snelle","dutch hip hop","2019",96,35,51,-9,59,51,52,67,15,71
"791",791,"About A Girl - Live Version","Nirvana","alternative rock","2019",121,76,61,-9,73,63,98,14,7,50
"792",792,"DEUTSCHLAND","Rammstein","alternative metal","2019",120,90,52,-5,10,24,201,0,4,72
"793",793,"Phantom Of The Opera","Floor Jansen","dutch pop","2019",132,87,47,-6,25,27,124,0,5,56
"794",794,"Dance Monkey","Tones and I","australian pop","2019",98,59,82,-6,15,51,89,69,9,100
"795",795,"Blauwe Dag","Suzan & Freek","dutch pop","2019",98,56,70,-7,28,51,63,25,5,68
"796",796,"Homburg - Single Version - 2009 Remaster - Mono","Procol Harum","album rock","2019",142,66,36,-8,6,38,117,10,3,32
"797",797,"Uncharted","Kensington","dutch pop","2019",139,53,59,-7,29,23,121,14,3,65
"798",798,"Despacito","Luis Fonsi","latin","2019",178,80,66,-5,7,84,109,20,15,80
"799",799,"Dancing On My Own","Calum Scott","australian pop","2019",113,17,68,-9,10,24,140,84,3,28
"800",800,"Child in Time","Deep Purple","album rock","1970",127,46,34,-11,9,35,337,17,4,45
"801",801,"Let It Be - Remastered 2009","The Beatles","british invasion","1970",143,40,44,-8,11,41,123,63,3,79
"802",802,"Bridge Over Troubled Water","Simon & Garfunkel","classic rock","1970",80,21,15,-14,12,26,173,82,3,71
"803",803,"Paranoid - 2016 Remaster","Black Sabbath","album rock","1970",163,66,42,-12,18,45,48,0,7,68
"804",804,"Have You Ever Seen The Rain","Creedence Clearwater Revival","album rock","1970",116,47,74,-13,19,89,40,9,3,71
"805",805,"Your Song","Elton John","glam rock","1970",128,32,55,-11,10,33,122,83,3,77
"806",806,"The Boxer","Simon & Garfunkel","classic rock","1970",93,49,44,-14,16,63,188,70,6,72
